schedule,step,train_loss,lr
cosine,98,0.13137291371822357,0.0013861463613464766
cosine,99,0.13176515698432922,0.001380154026730478
cosine,100,0.12802091240882874,0.0013740939792654884
cosine,101,0.12888243794441223,0.0013679670393849273
cosine,102,0.12721538543701172,0.001361774036578378
cosine,103,0.12929454445838928,0.0013555158092792856
cosine,104,0.12935911118984222,0.0013491932047514478
cosine,105,0.12342392653226852,0.0013428070789743083
cosine,106,0.1270570456981659,0.0013363582965270713
cosine,107,0.12250921130180359,0.0013298477304716512
cosine,108,0.12271237373352051,0.001323276262234474
cosine,109,0.12338820099830627,0.0013166447814871459
cosine,110,0.12328760325908661,0.0013099541860260061
cosine,111,0.11994501948356628,0.0013032053816505807
cosine,112,0.12022396922111511,0.0012963992820409502
cosine,113,0.1248084306716919,0.0012895368086340534
cosine,114,0.11931625008583069,0.0012826188904989377
cosine,115,0.12075398862361908,0.0012756464642109803
cosine,116,0.11942432820796967,0.0012686204737250894
cosine,117,0.1166849434375763,0.0012615418702479077
cosine,118,0.12082123011350632,0.0012544116121090349
cosine,119,0.11945895850658417,0.0012472306646312862
cosine,120,0.11828383803367615,0.00124
cosine,121,0.11823216080665588,0.0012327205971314227
cosine,122,0.11681830883026123,0.0012253934415401774
cosine,123,0.11614596843719482,0.0012180195252058414
cosine,124,0.11804598569869995,0.0012105998464386485
cosine,125,0.1207609474658966,0.0012031354097443328
cosine,126,0.11559414863586426,0.0011956272256881358
cosine,127,0.11561670899391174,0.001188076310757991
cosine,128,0.11529819667339325,0.001180483687226909
cosine,129,0.113928884267807,0.0011728503830145762
cosine,130,0.11493132263422012,0.0011651774315481931
cosine,131,0.11359664052724838,0.0011574658716225629
cosine,132,0.11225160211324692,0.0011497167472594568
cosine,133,0.11101536452770233,0.0011419311075662692
cosine,134,0.11303436756134033,0.0011341100065939856
cosine,135,0.11017974466085434,0.0011262545031944817
cosine,136,0.11306169629096985,0.00111836566087717
cosine,137,0.11080218106508255,0.0011104445476650196
cosine,138,0.11005264520645142,0.001102492235949962
cosine,139,0.10943631827831268,0.001094509802347707
cosine,140,0.10849292576313019,0.001086498327551985
cosine,141,0.11002188175916672,0.0010784588961882393
cosine,142,0.1101645678281784,0.0010703925966667857
cosine,143,0.11106347292661667,0.0010623005210354574
cosine,144,0.10413616895675659,0.0010541837648317606
cosine,145,0.10640755295753479,0.001046043426934557
cosine,146,0.10879605263471603,0.0010378806094152903
cosine,147,0.10663588345050812,0.0010296964173887868
cosine,148,0.10889102518558502,0.0010214919588636378
cosine,149,0.10577074438333511,0.0010132683445921945
cosine,150,0.10437414050102234,0.00100502668792019
cosine,151,0.1075933426618576,0.0009967681046360087
cosine,152,0.10431954264640808,0.000988493712819628
cosine,153,0.10646386444568634,0.0009802046326912472
cosine,154,0.10655530542135239,0.0009719019864596282
cosine,155,0.1033153235912323,0.0009635868981701657
cosine,156,0.10300016403198242,0.0009552604935527105
cosine,157,0.10331634432077408,0.0009469238998691627
cosine,158,0.10324501991271973,0.000938578245760858
cosine,159,0.10307041555643082,0.0009302246610957703
cosine,160,0.10401463508605957,0.0009218642768155427
cosine,161,0.10325770080089569,0.0009134982247823778
cosine,162,0.10142611712217331,0.0009051276376258009
cosine,163,0.10458160936832428,0.0008967536485893206
cosine,164,0.09965968132019043,0.0008883773913770061
cosine,165,0.10188067704439163,0.0008800000000000001
cosine,166,0.10069401562213898,0.0008716226086229943
cosine,167,0.10072775185108185,0.0008632463514106797
cosine,168,0.10062307119369507,0.0008548723623741996
cosine,169,0.10114762932062149,0.0008465017752176226
cosine,170,0.10268066823482513,0.0008381357231844576
cosine,171,0.10023030638694763,0.0008297753389042298
cosine,172,0.09843870997428894,0.0008214217542391423
cosine,173,0.09773504734039307,0.0008130761001308378
cosine,174,0.09862744808197021,0.0008047395064472897
cosine,175,0.09804677963256836,0.0007964131018298341
cosine,176,0.09903459250926971,0.0007880980135403719
cosine,177,0.0959751233458519,0.0007797953673087531
cosine,178,0.0993310958147049,0.0007715062871803723
cosine,179,0.09691238403320312,0.0007632318953639916
cosine,180,0.09669560939073563,0.0007549733120798103
cosine,181,0.09925557672977448,0.0007467316554078057
cosine,182,0.09752032160758972,0.0007385080411363622
cosine,183,0.09981672465801239,0.0007303035826112135
cosine,184,0.09458569437265396,0.0007221193905847094
cosine,185,0.09533260762691498,0.000713956573065443
cosine,186,0.09230806678533554,0.0007058162351682393
cosine,187,0.09433601051568985,0.0006976994789645428
cosine,188,0.09607699513435364,0.0006896074033332147
cosine,189,0.09523256123065948,0.0006815411038117606
cosine,190,0.09233971685171127,0.0006735016724480152
cosine,191,0.09636755287647247,0.0006654901976522929
cosine,192,0.09729975461959839,0.0006575077640500381
cosine,193,0.09590240567922592,0.0006495554523349805
cosine,194,0.09318138659000397,0.0006416343391228303
cosine,195,0.09301497787237167,0.0006337454968055186
cosine,196,0.09604322165250778,0.0006258899934060146
cosine,197,0.09499648213386536,0.0006180688924337312
cosine,198,0.09237943589687347,0.0006102832527405433
cosine,199,0.09389657527208328,0.0006025341283774374
cosine,200,0.09388314187526703,0.0005948225684518072
wsd,1,0.43235254287719727,2.6666666666666667e-05
wsd,2,0.4330676794052124,5.333333333333333e-05
wsd,3,0.43742457032203674,8e-05
wsd,4,0.41569238901138306,0.00010666666666666667
wsd,5,0.42582952976226807,0.00013333333333333334
wsd,6,0.40923917293548584,0.00016
wsd,7,0.389062762260437,0.0001866666666666667
wsd,8,0.3759402632713318,0.00021333333333333333
wsd,9,0.3490380048751831,0.00024
wsd,10,0.40678665041923523,0.0002666666666666667
wsd,11,0.36116528511047363,0.0002933333333333333
wsd,12,0.3413012623786926,0.00032
wsd,13,0.35755985975265503,0.00034666666666666667
wsd,14,0.3776242434978485,0.0003733333333333334
wsd,15,0.37211060523986816,0.0004
wsd,16,0.3624369204044342,0.00042666666666666667
wsd,17,0.35062849521636963,0.00045333333333333337
wsd,18,0.3591793477535248,0.00048
wsd,19,0.34506791830062866,0.0005066666666666667
wsd,20,0.3542991280555725,0.0005333333333333334
wsd,21,0.3456574082374573,0.00056
wsd,22,0.34420204162597656,0.0005866666666666667
wsd,23,0.33972033858299255,0.0006133333333333334
wsd,24,0.34411314129829407,0.00064
wsd,25,0.3482743203639984,0.0006666666666666668
wsd,26,0.340617299079895,0.0006933333333333333
wsd,27,0.34060049057006836,0.00072
wsd,28,0.34102970361709595,0.0007466666666666667
wsd,29,0.33598965406417847,0.0007733333333333333
wsd,30,0.3358655571937561,0.0008
wsd,31,0.34054094552993774,0.0008
wsd,32,0.33754393458366394,0.0008
wsd,33,0.33990347385406494,0.0008
wsd,34,0.3396909236907959,0.0008
wsd,35,0.33979231119155884,0.0008
wsd,36,0.3424704968929291,0.0008
wsd,37,0.33389726281166077,0.0008
wsd,38,0.3227376341819763,0.0008
wsd,39,0.32306957244873047,0.0008
wsd,40,0.31217917799949646,0.0008
wsd,41,0.3163137435913086,0.0008
wsd,42,0.300487756729126,0.0008
wsd,43,0.2953501343727112,0.0008
wsd,44,0.32041800022125244,0.0008
wsd,45,0.30559369921684265,0.0008
wsd,46,0.2825549840927124,0.0008
wsd,47,0.28419065475463867,0.0008
wsd,48,0.27496153116226196,0.0008
wsd,49,0.26933425664901733,0.0008
wsd,50,0.26333892345428467,0.0008
wsd,51,0.2638578712940216,0.0008
wsd,52,0.24954107403755188,0.0008
wsd,53,0.2531070411205292,0.0008
wsd,54,0.2548929452896118,0.0008
wsd,55,0.24068792164325714,0.0008
wsd,56,0.22866104543209076,0.0008
wsd,57,0.2349843531847,0.0008
wsd,58,0.22014790773391724,0.0008
wsd,59,0.2192109227180481,0.0008
wsd,60,0.2189236879348755,0.0008
wsd,61,0.21587848663330078,0.0008
wsd,62,0.2112981677055359,0.0008
wsd,63,0.20797383785247803,0.0008
wsd,64,0.2053402066230774,0.0008
wsd,65,0.20024004578590393,0.0008
wsd,66,0.19961851835250854,0.0008
wsd,67,0.19484418630599976,0.0008
wsd,68,0.1911149024963379,0.0008
wsd,69,0.19314664602279663,0.0008
wsd,70,0.1890646517276764,0.0008
wsd,71,0.18555817008018494,0.0008
wsd,72,0.1783357560634613,0.0008
wsd,73,0.17808106541633606,0.0008
wsd,74,0.17507562041282654,0.0008
wsd,75,0.17111220955848694,0.0008
wsd,76,0.17390266060829163,0.0008
wsd,77,0.1664673089981079,0.0008
wsd,78,0.16737395524978638,0.0008
wsd,79,0.16269373893737793,0.0008
wsd,80,0.1641237437725067,0.0008
wsd,81,0.16440638899803162,0.0008
wsd,82,0.1591337025165558,0.0008
wsd,83,0.1599089354276657,0.0008
wsd,84,0.15794387459754944,0.0008
wsd,85,0.1563711166381836,0.0008
wsd,86,0.15435726940631866,0.0008
wsd,87,0.15053212642669678,0.0008
wsd,88,0.15106499195098877,0.0008
wsd,89,0.1461729109287262,0.0008
wsd,90,0.14574182033538818,0.0008
wsd,91,0.1445416808128357,0.0008
wsd,92,0.14561623334884644,0.0008
wsd,93,0.142433762550354,0.0008
wsd,94,0.14071401953697205,0.0008
wsd,95,0.14035619795322418,0.0008
wsd,96,0.1425548493862152,0.0008
wsd,97,0.14036992192268372,0.0008
wsd,98,0.14025020599365234,0.0008
wsd,99,0.14131218194961548,0.0008
wsd,100,0.1361188143491745,0.0008
wsd,101,0.1368095725774765,0.0008
wsd,102,0.13521093130111694,0.0008
wsd,103,0.1385122537612915,0.0008
wsd,104,0.13736604154109955,0.0008
wsd,105,0.13084883987903595,0.0008
wsd,106,0.1330696940422058,0.0008
wsd,107,0.12864834070205688,0.0008
wsd,108,0.12854918837547302,0.0008
wsd,109,0.12992069125175476,0.0008
wsd,110,0.12986382842063904,0.0008
wsd,111,0.12320321798324585,0.0008
wsd,112,0.12573464214801788,0.0008
wsd,113,0.13059505820274353,0.0008
wsd,114,0.12386903166770935,0.0008
wsd,115,0.1252209097146988,0.0008
wsd,116,0.12536706030368805,0.0008
wsd,117,0.1218125969171524,0.0008
wsd,118,0.12484472244977951,0.0008
wsd,119,0.12320607900619507,0.0008
wsd,120,0.12138361483812332,0.0008
wsd,121,0.12218943238258362,0.0008
wsd,122,0.1215955838561058,0.0008
wsd,123,0.12047003209590912,0.0008
wsd,124,0.12178005278110504,0.0008
wsd,125,0.12331549823284149,0.0008
wsd,126,0.11975054442882538,0.0008
wsd,127,0.11940393596887589,0.0008
wsd,128,0.11898741126060486,0.0008
wsd,129,0.11676435172557831,0.0008
wsd,130,0.11897659301757812,0.0008
wsd,131,0.11790688335895538,0.0008
wsd,132,0.1146022230386734,0.0008
wsd,133,0.11461927741765976,0.0008
wsd,134,0.11617522686719894,0.0008
wsd,135,0.11282453685998917,0.0008
wsd,136,0.11656002700328827,0.0008
wsd,137,0.11459086835384369,0.0008
wsd,138,0.11327706277370453,0.0008
wsd,139,0.11343487352132797,0.0008
wsd,140,0.11215224862098694,0.0008
wsd,141,0.11256709694862366,0.0008
wsd,142,0.11349263042211533,0.0008
wsd,143,0.1150602400302887,0.0008
wsd,144,0.10833478718996048,0.0008
wsd,145,0.1109287366271019,0.0008
wsd,146,0.11320729553699493,0.0008
wsd,147,0.11058132350444794,0.0008
wsd,148,0.11261488497257233,0.0008
wsd,149,0.10917998850345612,0.0008
wsd,150,0.11041034758090973,0.0008
wsd,151,0.11116507649421692,0.0008
wsd,152,0.10861951112747192,0.0008
wsd,153,0.11105479300022125,0.0008
wsd,154,0.10976267606019974,0.0008
wsd,155,0.10591836273670197,0.0008
wsd,156,0.10842181742191315,0.0008
wsd,157,0.1082993745803833,0.0008
wsd,158,0.10797768831253052,0.0008
wsd,159,0.10787879675626755,0.0008
wsd,160,0.10873379558324814,0.0008
wsd,161,0.10778142511844635,0.0008
wsd,162,0.10561379045248032,0.0008
wsd,163,0.10754914581775665,0.0008
wsd,164,0.1037755012512207,0.0008
wsd,165,0.10703927278518677,0.0008
wsd,166,0.10566091537475586,0.0008
wsd,167,0.10531637817621231,0.0008
wsd,168,0.10669373720884323,0.0008
wsd,169,0.10618886351585388,0.0008
wsd,170,0.10738611221313477,0.0008
wsd,171,0.10570235550403595,0.0008
wsd,172,0.10368995368480682,0.0008
wsd,173,0.10324569046497345,0.0008
wsd,174,0.1037239283323288,0.0008
wsd,175,0.10406838357448578,0.0008
wsd,176,0.10455665737390518,0.0008
wsd,177,0.10220151394605637,0.0008
wsd,178,0.1055263876914978,0.0008
wsd,179,0.1032659113407135,0.0008
wsd,180,0.1029185950756073,0.0008
wsd,181,0.10524053126573563,0.0008
wsd,182,0.1042892262339592,0.0008
wsd,183,0.1067819893360138,0.0008
wsd,184,0.10126951336860657,0.0008
wsd,185,0.1020122766494751,0.0008
wsd,186,0.09894828498363495,0.0008
wsd,187,0.10179969668388367,0.0008
wsd,188,0.10339470207691193,0.0008
wsd,189,0.10243500769138336,0.0008
wsd,190,0.09802640974521637,0.0008
wsd,191,0.10389333963394165,0.0008
wsd,192,0.10613109171390533,0.0008
wsd,193,0.10367419570684433,0.0008
wsd,194,0.10068611800670624,0.0008
wsd,195,0.10047093033790588,0.0008
wsd,196,0.10369428992271423,0.0008
wsd,197,0.10372774302959442,0.0008
wsd,198,0.10050247609615326,0.0008
wsd,199,0.10150183737277985,0.0008
wsd,200,0.10143175721168518,0.0008
